ID,성별,연령,거주지역,구매시각,구매지역,상품분류,구매수량,구매금액
U448507377,남성,63,서울 노원구,8일-3월-2021년 17시,서울 노원구,식품-가공식품,1개,5000.0
U860544900,여성,58,서울 강남구,28일-2월-2021년 13시,서울 강남구,식품-가공식품,1개,23000.0
U397759930,여성,57,부산 부산진구,28일-3월-2021년 20시,부산 부산진구,레포츠-스포츠용품/의류,1개,44000.0
U726040074,여성,72,부산 해운대구,15일-7월-2021년 15시,부산 부산진구,생활잡화-생활용품,1개,18000.0
U569618049,여성,61,경기 하남시,27일-5월-2021년 13시,서울 송파구,의류잡화-여성용의류-정장류,1개,27000.0
U12383138,여성,55,서울 송파구,30일-4월-2021년 12시,서울 노원구,의류잡화-여성용의류-고급의류,1개,176000.0
U21031823,여성,56,경기 고양시,23일-3월-2021년 17시,경기 파주시,레포츠-스포츠용품/의류,1개,130000.0
U576015642,여성,58,경기 안산시,12일-10월-2021년 15시,경기 안산시,의류잡화-여성용의류-SPA,1개,35000.0
U471013424,여성,57,부산 해운대구,8일-6월-2021년 14시,부산 동래구,의류잡화-아동용의류,1개,35000.0
U253903519,여성,61,경기 포천시,17일-11월-2021년 15시,서울 노원구,,1개,12000.0
U597436160,남성,67,경기 안산시,28일-4월-2021년 19시,경기 안산시,,1개,0.0
U125567484,여성,60,경기 구리시,14일-8월-2021년 14시,경기 구리시,식품-가공식품,1개,7000.0
U498288236,여성,68,서울 영등포구,7일-6월-2021년 12시,서울 영등포구,의류잡화-여성용의류-SPA,1개,8000.0
U700882892,여성,58,서울 구로구,25일-6월-2021년 17시,서울 중구,레포츠-골프용품/의류,-1개,-4440000.0
U622589951,여성,56,경기 성남시,29일-4월-2021년 16시,경기 성남시,레포츠-골프용품/의류,1개,60000.0
U904229786,여성,66,서울 노원구,2일-10월-2021년 16시,서울 노원구,의류잡화-여성용의류-SPA,-1개,-18000.0
U871558923,여성,56,경기 고양시,28일-5월-2021년 14시,경기 고양시,의류잡화-남성용의류-캐주얼,1개,191000.0
U264302273,여성,60,경기 구리시,2일-5월-2021년 15시,경기 구리시,의류잡화-아동용의류,1개,
U448590926,여성,63,부산 해운대구,7일-3월-2021년 13시,부산 해운대구,의류잡화-패션잡화,1개,9000.0
U806781930,여성,69,서울 강북구,29일-9월-2021년 18시,서울 노원구,의류잡화-패션잡화,2개,164000.0
U200724538,여성,57,경기 의왕시,4일-11월-2021년 14시,경기 안양시,생활잡화-화장품,1개,
U531098102,남성,55,경기 김포시,12일-11월-2021년 17시,서울 강서구,가전제품-주방가전,1개,88000.0
U736492983,여성,57,경기 광주시,20일-6월-2021년 19시,서울 중구,식품-가공식품,1개,9000.0
U894915616,여성,55,서울 강남구,14일-12월-2021년 15시,서울 강남구,가전제품-주방가전,-1개,-404000.0
U138662645,여성,56,경기 안양시,13일-11월-2021년 13시,경기 안양시,식품-가공식품,1개,11000.0
U264302273,여성,60,경기 구리시,15일-5월-2021년 14시,경기 구리시,레포츠-스포츠용품/의류,1개,18000.0
U334353949,여성,56,경기 군포시,27일-8월-2021년 16시,경기 안양시,식품-수산물,1개,23000.0
U491322361,여성,57,경기 부천시,13일-4월-2021년 16시,경기 부천시,식품-농산물,1개,9000.0
U467796247,남성,77,서울 중구,5일-9월-2021년 16시,경기 성남시,식품-가공식품,2개,12000.0
U348197478,남성,59,서울 강북구,5일-6월-2021년 18시,서울 중구,생활잡화-생활용품,1개,3000.0
U568065401,여성,63,경기 구리시,21일-6월-2021년 19시,경기 구리시,식품-농산물,1개,4000.0
U10646654,여성,57,경기 남양주시,21일-12월-2021년 12시,경기 구리시,식품-수산물,1개,9000.0
U75329925,여성,56,부산 동래구,14일-4월-2021년 17시,부산 동래구,의류잡화-여성용의류-SPA,1개,5000.0
U792136668,여성,56,서울 영등포구,2일-11월-2021년 19시,서울 영등포구,식품-가공식품,1개,7000.0
U493060186,여성,62,경기 안양시,10일-8월-2021년 19시,경기 안양시,생활잡화-화장품,1개,98000.0
U301620648,여성,55,서울 용산구,20일-9월-2021년 14시,서울 중구,,1개,26000.0
U35248503,여성,55,서울 노원구,29일-4월-2021년 15시,서울 노원구,의류잡화-여성용의류-SPA,-1개,-43000.0
U864639893,여성,60,부산 동구,29일-4월-2021년 16시,부산 해운대구,식품-건강식품,1개,22000.0
U32119034,여성,56,서울 노원구,1일-3월-2021년 18시,서울 노원구,,1개,71000.0
U663189343,여성,55,부산 북구,18일-10월-2021년 11시,부산 동래구,,-1개,-262000.0
U14661989,남성,58,서울 은평구,30일-5월-2021년 10시,서울 중구,식품-농산물,1개,5000.0
U956656706,여성,61,경기 부천시,20일-12월-2021년 17시,경기 부천시,가전제품-주방가전,-1개,
U882284269,여성,55,서울 동대문구,18일-2월-2021년 13시,서울 동대문구,식품-가공식품,1개,18000.0
U287272994,여성,67,경기 부천시,15일-4월-2021년 16시,경기 부천시,레포츠-스포츠용품/의류,1개,49000.0
U994456429,여성,55,서울 송파구,9일-3월-2021년 19시,서울 송파구,식품-가공식품,1개,21000.0
U603388508,여성,61,서울 성동구,14일-10월-2021년 16시,서울 중구,레포츠-스포츠용품/의류,1개,
U718710560,여성,67,부산 영도구,20일-7월-2021년 15시,부산 중구,,1개,
U508239267,여성,58,부산 동래구,22일-10월-2021년 17시,부산 부산진구,식품-가공식품,1개,7000.0
U807526904,여성,59,서울 구로구,13일-10월-2021년 18시,서울 영등포구,,1개,
U716115021,여성,62,경기 고양시,10일-12월-2021년 18시,경기 군포시,가전제품-생활가전,1개,
U383197185,남성,55,서울 중랑구,20일-12월-2021년 15시,서울 동대문구,의류잡화-여성용의류-이너웨어,1개,13000.0
U694487716,여성,57,경기 안양시,3일-9월-2021년 18시,경기 안양시,식품-가공식품,1개,8000.0
U210168092,여성,57,부산 동래구,7일-3월-2021년 17시,부산 동래구,의류잡화-여성용의류-이너웨어,1개,6000.0
U320823446,여성,69,서울 동대문구,10일-5월-2021년 17시,서울 동대문구,,1개,12000.0
U838115340,남성,65,서울 은평구,9일-8월-2021년 15시,서울 중구,명품-명품,-1개,-629000.0
U609389506,남성,67,서울 용산구,31일-5월-2021년 18시,서울 중구,식품-농산물,1개,12000.0
U543162924,여성,59,부산 사하구,6일-1월-2021년 17시,부산 중구,레포츠-스포츠용품/의류,1개,210000.0
U330052449,여성,59,부산 사상구,23일-8월-2021년 12시,부산 부산진구,식품-음료,1개,16000.0
U784886142,여성,57,경기 광명시,14일-8월-2021년 17시,서울 영등포구,식품-수산물,1개,
U328916129,남성,58,경기 고양시,10일-10월-2021년 19시,경기 고양시,,1개,191000.0
U739164621,여성,60,서울 동대문구,31일-3월-2021년 16시,서울 동대문구,의류잡화-남성용의류-캐주얼,1개,140000.0
U709252477,여성,58,서울 송파구,14일-8월-2021년 13시,서울 송파구,명품-명품,1개,195000.0
U824269833,여성,60,서울 송파구,10일-8월-2021년 13시,서울 송파구,의류잡화-여성용의류-SPA,1개,53000.0
U369117330,여성,55,부산 동구,2일-6월-2021년 12시,부산 중구,식품-음료,1개,9000.0
U567772268,여성,59,서울 강서구,1일-7월-2021년 13시,서울 강서구,의류잡화-여성용의류-정장류,1개,
U53526927,여성,57,부산 연제구,23일-12월-2021년 15시,부산 부산진구,,1개,3000.0
U708674796,여성,61,서울 강남구,12일-1월-2021년 14시,서울 송파구,의류잡화-여성용의류-SPA,1개,9000.0
U387864104,여성,55,서울 영등포구,7일-4월-2021년 19시,서울 중구,레포츠-스포츠용품/의류,1개,
U348197478,남성,59,서울 강북구,20일-9월-2021년 11시,서울 노원구,식품-농산물,1개,
U219269365,여성,56,경기 성남시,21일-1월-2021년 18시,경기 성남시,식품-농산물,1개,1000.0
U955007680,남성,63,서울 노원구,5일-5월-2021년 11시,서울 노원구,의류잡화-아동용의류,1개,31000.0
U543162924,여성,59,부산 사하구,7일-8월-2021년 19시,부산 중구,식품-축산물,1개,28000.0
U455516973,여성,66,서울 강남구,9일-8월-2021년 17시,서울 강남구,의류잡화-구두,1개,53000.0
U352490198,여성,63,서울 송파구,18일-12월-2021년 10시,서울 송파구,의류잡화-여성용의류-SPA,1개,35000.0
U415961052,여성,59,서울 송파구,11일-10월-2021년 13시,서울 송파구,식품-가공식품,1개,88000.0
U44988340,여성,55,경기 파주시,6일-12월-2021년 16시,서울 노원구,의류잡화-여성용의류-SPA,1개,285000.0
U480846548,남성,57,서울 마포구,19일-11월-2021년 12시,경기 안양시,식품-음료,2개,18000.0
U709252477,여성,58,서울 송파구,9일-3월-2021년 11시,서울 송파구,생활잡화-화장품,1개,128000.0
U738530528,남성,62,부산 해운대구,5일-9월-2021년 12시,부산 해운대구,식품-건강식품,1개,3000.0
U886829298,남성,56,경기 부천시,27일-12월-2021년 13시,경기 부천시,생활잡화-주방용품,1개,15000.0
U636875249,여성,59,경기 용인시,23일-4월-2021년 16시,서울 송파구,의류잡화-여성용의류-SPA,1개,26000.0
U200724538,여성,57,경기 의왕시,15일-6월-2021년 12시,경기 안양시,식품-농산물,1개,10000.0
U386161231,여성,60,서울 송파구,8일-12월-2021년 19시,서울 송파구,레포츠-스포츠용품/의류,1개,43000.0
U708674796,여성,61,서울 강남구,22일-3월-2021년 15시,서울 강남구,의류잡화-여성용의류-SPA,-1개,-26000.0
U717450164,남성,62,부산 영도구,3일-10월-2021년 15시,부산 중구,,1개,8000.0
U488782876,여성,56,경기 고양시,13일-4월-2021년 17시,경기 고양시,식품-음료,10개,9000.0
U208616306,여성,62,부산 사하구,6일-12월-2021년 19시,부산 중구,생활잡화-생활용품,1개,3000.0
U242570447,남성,59,서울 영등포구,12일-1월-2021년 16시,서울 영등포구,의류잡화-여성용의류-SPA,1개,44000.0
U539032107,남성,60,경기 고양시,22일-8월-2021년 13시,경기 고양시,생활잡화-주방용품,1개,26000.0
U152440226,여성,61,서울 서초구,12일-5월-2021년 14시,서울 강남구,,3개,14000.0
U708674796,여성,61,서울 강남구,18일-12월-2021년 16시,서울 강남구,식품-가공식품,1개,3000.0
U922682288,여성,62,부산 사하구,8일-8월-2021년 13시,부산 중구,의류잡화-남성용의류-캐주얼,-1개,-123000.0
U158679215,여성,59,서울 마포구,21일-8월-2021년 11시,서울 송파구,가전제품-생활가전,1개,47000.0
U38607640,여성,55,부산 해운대구,15일-8월-2021년 14시,부산 해운대구,식품-음료,2개,
U270414824,여성,55,서울 노원구,17일-1월-2021년 14시,서울 중구,레포츠-스포츠용품/의류,1개,164000.0
U164053360,여성,58,부산 사상구,23일-3월-2021년 16시,부산 해운대구,의류잡화-여성용의류-SPA,-1개,-226000.0
U45135548,여성,58,서울 노원구,21일-6월-2021년 15시,서울 노원구,의류잡화-여성용의류-SPA,1개,283000.0
U191234049,여성,61,서울 강남구,10일-11월-2021년 19시,서울 영등포구,가전제품-생활가전,1개,790000.0
U147368565,여성,58,부산 사하구,23일-4월-2021년 14시,부산 부산진구,생활잡화-화장품,1개,24000.0
U378860221,여성,65,경기 고양시,12일-3월-2021년 12시,서울 중구,의류잡화-여성용의류-정장류,2개,
U823492273,여성,57,경기 양평군,23일-6월-2021년 16시,서울 광진구,의류잡화-여성용의류-SPA,-1개,-17000.0
U483768816,여성,55,경기 안산시,24일-5월-2021년 16시,경기 안산시,의류잡화-구두,1개,272000.0
U967890901,여성,59,서울 강서구,17일-9월-2021년 13시,서울 중구,의류잡화-여성용의류-SPA,-1개,-61000.0
U142184860,여성,58,서울 송파구,16일-2월-2021년 14시,서울 송파구,식품-가공식품,1개,11000.0
U734761162,여성,75,부산 중구,16일-5월-2021년 12시,부산 중구,생활잡화-화장품,1개,108000.0
U109235271,여성,55,서울 송파구,8일-2월-2021년 11시,서울 송파구,가전제품-TV/AV,1개,507000.0
U622589951,여성,56,경기 성남시,21일-7월-2021년 14시,경기 성남시,식품-농산물,1개,9000.0
U551991061,여성,62,경기 양평군,28일-4월-2021년 11시,경기 구리시,가전제품-컴퓨터주변기기,1개,11000.0
U339018851,여성,71,경기 성남시,25일-8월-2021년 17시,경기 성남시,식품-수산물,1개,31000.0
U700019022,여성,57,서울 종로구,13일-12월-2021년 16시,서울 중구,의류잡화-여성용의류-이너웨어,1개,13000.0
U763676829,여성,58,서울 노원구,20일-4월-2021년 17시,서울 노원구,의류잡화-여성용의류-이너웨어,1개,198000.0
U966767002,여성,65,경기 구리시,9일-2월-2021년 15시,경기 구리시,의류잡화-여성용의류-정장류,1개,26000.0
U961917594,여성,75,경기 남양주시,13일-5월-2021년 16시,서울 동대문구,가구-가구,1개,13000.0
U433076833,남성,83,경기 고양시,25일-7월-2021년 14시,서울 중구,식품-가공식품,2개,3000.0
U800536581,여성,55,경기 안양시,23일-5월-2021년 13시,경기 안양시,식품-가공식품,1개,15000.0
U643421651,여성,62,경기 부천시,20일-5월-2021년 18시,경기 부천시,식품-농산물,1개,9000.0
U93604663,여성,56,서울 송파구,6일-11월-2021년 15시,서울 송파구,의류잡화-남성용의류-캐주얼,1개,158000.0
U298663569,남성,64,부산 영도구,10일-1월-2021년 15시,부산 중구,의류잡화-여성용의류-정장류,1개,1909000.0
U485154739,여성,60,경기 양평군,6일-10월-2021년 16시,경기 안양시,의류잡화-여성용의류-SPA,-1개,-17000.0
U228633869,여성,61,서울 성북구,1일-5월-2021년 19시,서울 영등포구,,1개,106000.0
U684241171,여성,58,경기 안산시,29일-12월-2021년 12시,경기 안산시,가전제품-생활가전,1개,44000.0
U1065068,여성,64,서울 성동구,10일-10월-2021년 17시,서울 동대문구,생활잡화-침구류,1개,66000.0
U306915014,여성,82,서울 양천구,17일-2월-2021년 16시,서울 영등포구,의류잡화-여성용의류-SPA,1개,17000.0
U387864104,여성,55,서울 영등포구,23일-9월-2021년 16시,서울 영등포구,,1개,0.0
U44870572,여성,58,부산 부산진구,22일-7월-2021년 16시,부산 부산진구,,1개,87000.0
U471013424,여성,57,부산 해운대구,23일-8월-2021년 13시,부산 동래구,,1개,12000.0
U966767002,여성,65,경기 구리시,30일-4월-2021년 16시,경기 구리시,의류잡화-여성용의류-정장류,1개,79000.0
U903623506,여성,60,서울 양천구,26일-7월-2021년 16시,서울 강서구,의류잡화-여성용의류-SPA,2개,13000.0
U384749528,남성,71,부산 부산진구,15일-12월-2021년 13시,부산 부산진구,식품-가공식품,1개,4000.0
U489780146,남성,57,서울 송파구,7일-10월-2021년 15시,서울 송파구,,5개,13000.0
U67292818,여성,71,서울 중구,1일-10월-2021년 14시,서울 중구,생활잡화-화장품,1개,49000.0
U192448946,남성,66,경기 남양주시,29일-6월-2021년 14시,서울 동대문구,,1개,25000.0
U647650509,남성,59,서울 양천구,26일-1월-2021년 20시,서울 강서구,레포츠-스포츠용품/의류,1개,
U660947312,여성,58,경기 안양시,24일-1월-2021년 14시,경기 안양시,의류잡화-여성용의류-정장류,1개,105000.0
U773425884,여성,55,경기 부천시,23일-9월-2021년 20시,서울 송파구,식품-농산물,1개,6000.0
U807240569,여성,55,경기 용인시,12일-4월-2021년 17시,경기 이천시,의류잡화-구두,1개,45000.0
U119474091,여성,64,경기 구리시,25일-3월-2021년 17시,경기 구리시,의류잡화-패션잡화,1개,
U584347427,여성,62,서울 송파구,22일-12월-2021년 15시,서울 송파구,가전제품-주방가전,1개,
U533430896,남성,71,경기 성남시,4일-7월-2021년 12시,경기 성남시,식품-가공식품,1개,13000.0
U113965420,여성,58,경기 부천시,14일-7월-2021년 18시,경기 부천시,식품-가공식품,1개,66000.0
U954726966,여성,55,경기 양평군,16일-2월-2021년 13시,경기 구리시,레포츠-스포츠용품/의류,1개,70000.0
U348197478,남성,59,서울 강북구,16일-8월-2021년 18시,서울 중구,식품-수산물,1개,9000.0
U984137367,여성,62,부산 해운대구,16일-12월-2021년 13시,부산 해운대구,생활잡화-침구류,1개,31000.0
U122822499,여성,61,경기 안양시,7일-7월-2021년 13시,경기 안양시,생활잡화-화장품,1개,67000.0
U356753162,여성,59,부산 부산진구,30일-5월-2021년 10시,부산 부산진구,레포츠-스포츠용품/의류,1개,29000.0
U891680952,여성,68,부산 남구,6일-7월-2021년 14시,부산 해운대구,의류잡화-여성용의류-정장류,-1개,-43000.0
U660947312,여성,58,경기 안양시,18일-10월-2021년 16시,경기 안양시,,1개,7000.0
U692179053,여성,70,경기 고양시,10일-9월-2021년 17시,경기 고양시,식품-음료,1개,1000.0
U185437467,여성,77,경기 수원시,8일-1월-2021년 16시,서울 영등포구,식품-수산물,1개,9000.0
U988927928,여성,63,서울 송파구,10일-2월-2021년 14시,서울 송파구,식품-농산물,1개,4000.0
U934366070,여성,57,서울 강남구,1일-11월-2021년 17시,서울 강남구,의류잡화-패션잡화,1개,40000.0
U81838282,여성,61,부산 수영구,1일-11월-2021년 16시,부산 해운대구,의류잡화-여성용의류-고급의류,1개,2525000.0
U231362870,남성,55,부산 영도구,30일-6월-2021년 11시,부산 중구,가전제품-생활가전,1개,497000.0
U182661811,여성,58,서울 강서구,2일-5월-2021년 14시,부산 해운대구,의류잡화-여성용의류-정장류,1개,204000.0
U820643756,여성,57,경기 용인시,18일-10월-2021년 12시,경기 안양시,가전제품-TV/AV,1개,
U969960055,여성,63,서울 강동구,15일-11월-2021년 12시,서울 강동구,가전제품-TV/AV,1개,747000.0
U824269833,여성,60,서울 송파구,1일-8월-2021년 14시,서울 송파구,의류잡화-여성용의류-SPA,1개,9000.0
U597892589,여성,66,서울 관악구,14일-10월-2021년 15시,서울 관악구,가전제품-주방가전,1개,62000.0
U378860221,여성,65,경기 고양시,4일-6월-2021년 17시,서울 중구,식품-가공식품,1개,4000.0
U93727685,여성,64,서울 영등포구,17일-8월-2021년 16시,서울 영등포구,,1개,9000.0
U792136668,여성,56,서울 영등포구,14일-2월-2021년 20시,서울 영등포구,식품-가공식품,1개,3000.0
U186704293,여성,57,부산 부산진구,23일-12월-2021년 19시,부산 부산진구,가전제품-주방가전,1개,382000.0
U904559865,여성,60,서울 용산구,16일-7월-2021년 18시,서울 중구,식품-농산물,1개,8000.0
U651102220,여성,60,경기 과천시,8일-6월-2021년 15시,경기 안양시,의류잡화-패션잡화,1개,79000.0
U509126185,남성,56,서울 은평구,23일-2월-2021년 14시,경기 파주시,,1개,37000.0
U8270706,여성,63,서울 송파구,22일-5월-2021년 12시,서울 송파구,식품-가공식품,1개,4000.0
U609389506,남성,67,서울 용산구,5일-4월-2021년 18시,서울 중구,식품-수산물,1개,14000.0
U731486224,여성,55,경기 안산시,12일-7월-2021년 17시,경기 안산시,의류잡화-여성용의류-SPA,1개,25000.0
U659792342,여성,55,경기 군포시,1일-9월-2021년 15시,경기 안양시,가전제품-주방가전,1개,35000.0
U14661989,남성,58,서울 은평구,19일-11월-2021년 17시,서울 중구,식품-농산물,1개,18000.0
U396058113,여성,62,서울 성동구,21일-9월-2021년 19시,경기 고양시,가전제품-주방가전,1개,46000.0
U695364949,여성,60,경기 구리시,3일-12월-2021년 19시,경기 구리시,식품-수산물,1개,10000.0
U512423747,여성,56,서울 강서구,9일-1월-2021년 14시,서울 강남구,레포츠-스포츠용품/의류,1개,240000.0
U38805513,남성,55,경기 의정부시,30일-5월-2021년 14시,서울 노원구,생활잡화-화장품,-1개,-53000.0
U781271820,여성,55,경기 고양시,3일-12월-2021년 19시,경기 고양시,가전제품-주방가전,1개,169000.0
U398526642,여성,55,부산 사상구,1일-6월-2021년 14시,부산 부산진구,식품-축산물,1개,20000.0
U497251031,여성,57,경기 안산시,10일-5월-2021년 14시,경기 안산시,,-1개,-58000.0
U288950728,여성,65,서울 강남구,15일-10월-2021년 15시,서울 강남구,,1개,11000.0
U365640186,여성,62,서울 서초구,8일-3월-2021년 15시,서울 중구,의류잡화-여성용의류-정장류,1개,70000.0
U647610673,여성,62,서울 영등포구,23일-8월-2021년 19시,서울 중구,의류잡화-여성용의류-고급의류,-1개,
U323958548,여성,79,경기 성남시,13일-3월-2021년 15시,경기 성남시,생활잡화-생활용품,1개,3000.0
U135432881,남성,58,서울 동작구,25일-10월-2021년 14시,서울 중구,식품-음료,2개,3000.0
U227434233,남성,57,경기 이천시,24일-5월-2021년 15시,서울 송파구,가전제품-생활가전,1개,41000.0
U584177284,남성,57,경기 김포시,5일-10월-2021년 16시,서울 강서구,의류잡화-여성용의류-SPA,1개,124000.0
U363175857,남성,59,부산 강서구,26일-7월-2021년 19시,부산 부산진구,의류잡화-남성용의류-정장류,1개,132000.0
U968723870,남성,56,경기 성남시,14일-2월-2021년 20시,경기 성남시,식품-가공식품,1개,9000.0
U99355611,여성,59,경기 성남시,18일-5월-2021년 16시,경기 구리시,의류잡화-여성용의류-정장류,1개,21000.0
U890756495,여성,59,경기 안양시,4일-7월-2021년 18시,경기 안양시,식품-가공식품,1개,5000.0
U302345873,여성,59,서울 노원구,12일-6월-2021년 18시,서울 노원구,의류잡화-여성용의류-SPA,1개,26000.0
U297193527,남성,55,부산 금정구,2일-9월-2021년 15시,부산 동래구,레포츠-스포츠용품/의류,1개,35000.0
U463669817,남성,56,경기 부천시,18일-10월-2021년 19시,경기 부천시,식품-수산물,1개,13000.0
U171561937,여성,62,부산 사하구,6일-11월-2021년 16시,부산 중구,의류잡화-여성용의류-SPA,1개,36000.0
U369117330,여성,55,부산 동구,20일-8월-2021년 16시,부산 중구,식품-음료,12개,22000.0
U56493915,여성,57,경기 성남시,6일-1월-2021년 18시,경기 성남시,식품-음료,1개,5000.0
U358277976,여성,71,경기 성남시,10일-11월-2021년 15시,경기 성남시,,1개,84000.0
U287272994,여성,67,경기 부천시,10일-11월-2021년 11시,경기 부천시,가전제품-생활가전,1개,68000.0
U896043549,남성,57,서울 구로구,20일-10월-2021년 14시,서울 중구,가전제품-생활가전,1개,370000.0
U955385969,여성,55,부산 사상구,17일-11월-2021년 13시,부산 부산진구,식품-수산물,1개,18000.0
U973281576,여성,57,경기 고양시,9일-4월-2021년 12시,경기 고양시,의류잡화-패션잡화,-1개,-135000.0
U663189343,여성,55,부산 북구,9일-7월-2021년 14시,부산 동래구,의류잡화-여성용의류-정장류,1개,61000.0
U81754915,여성,56,서울 송파구,18일-12월-2021년 17시,서울 송파구,식품-가공식품,1개,6000.0
U20349643,여성,56,경기 양평군,29일-3월-2021년 18시,경기 구리시,생활잡화-침구류,1개,144000.0
U47455120,남성,55,서울 영등포구,16일-12월-2021년 19시,서울 영등포구,의류잡화-여성용의류-SPA,1개,13000.0
U535573115,여성,69,경기 안산시,1일-6월-2021년 17시,경기 안양시,의류잡화-여성용의류-정장류,1개,61000.0
U98714483,여성,55,경기 안양시,30일-4월-2021년 12시,서울 관악구,레포츠-스포츠용품/의류,1개,26000.0
U146162531,여성,59,부산 해운대구,14일-4월-2021년 14시,부산 해운대구,식품-농산물,1개,5000.0
U15298598,여성,57,경기 군포시,29일-1월-2021년 15시,경기 안양시,의류잡화-아동용의류,7개,31000.0
U264892218,여성,55,서울 은평구,1일-5월-2021년 19시,서울 영등포구,식품-가공식품,1개,43000.0
U451219408,여성,55,서울 노원구,16일-6월-2021년 17시,서울 노원구,,-1개,-105000.0
U729870549,여성,59,서울 강남구,22일-11월-2021년 15시,서울 강남구,식품-농산물,1개,5000.0
U797822538,여성,70,서울 중구,3일-8월-2021년 16시,서울 중구,가전제품-컴퓨터주변기기,1개,108000.0
U93727685,여성,64,서울 영등포구,3일-2월-2021년 17시,서울 영등포구,,1개,3000.0
U547433859,여성,58,서울 송파구,5일-6월-2021년 14시,서울 송파구,의류잡화-여성용의류-SPA,1개,115000.0
U346157515,여성,59,서울 강서구,20일-3월-2021년 14시,경기 구리시,생활잡화-생활용품,1개,5000.0
U205118526,여성,55,서울 송파구,7일-5월-2021년 18시,서울 강남구,생활잡화-화장품,1개,76000.0
U14661989,남성,58,서울 은평구,15일-3월-2021년 12시,서울 중구,식품-수산물,1개,9000.0
U557118245,여성,56,경기 파주시,8일-5월-2021년 16시,경기 고양시,,1개,21000.0
U88806960,여성,60,부산 해운대구,16일-8월-2021년 14시,부산 부산진구,식품-가공식품,1개,18000.0
U348197478,남성,59,서울 강북구,16일-8월-2021년 17시,서울 중구,식품-농산물,1개,29000.0
U72268710,여성,56,서울 동대문구,30일-5월-2021년 18시,서울 동대문구,생활잡화-침구류,1개,88000.0
U789953307,여성,59,경기 안양시,17일-7월-2021년 18시,경기 안양시,식품-수산물,1개,29000.0
U567772268,여성,59,서울 강서구,31일-10월-2021년 10시,서울 강서구,의류잡화-여성용의류-SPA,-1개,-265000.0
U386855521,여성,63,서울 서대문구,13일-1월-2021년 12시,서울 중구,,1개,70000.0
U759194157,여성,62,서울 관악구,25일-10월-2021년 14시,서울 관악구,레포츠-스포츠용품/의류,1개,83000.0
U449186971,남성,60,서울 송파구,8일-2월-2021년 16시,서울 광진구,생활잡화-침구류,1개,26000.0
U622672192,여성,55,서울 마포구,24일-8월-2021년 16시,서울 중구,식품-농산물,3개,4000.0
U989469599,남성,73,서울 강남구,29일-11월-2021년 15시,서울 강남구,식품-농산물,1개,
U763676829,여성,58,서울 노원구,14일-3월-2021년 13시,서울 강북구,생활잡화-생활용품,1개,1000.0
U790418674,남성,55,경기 안양시,29일-3월-2021년 16시,경기 안양시,,1개,102000.0
U990370480,여성,56,경기 의정부시,5일-1월-2021년 11시,서울 노원구,의류잡화-여성용의류-SPA,1개,265000.0
U472366723,남성,69,서울 노원구,16일-5월-2021년 13시,서울 노원구,식품-농산물,1개,10000.0
U739400457,여성,55,부산 강서구,10일-5월-2021년 11시,부산 중구,의류잡화-남성용의류-정장류,1개,
U43172930,여성,55,경기 안산시,7일-3월-2021년 15시,경기 안산시,생활잡화-화장품,1개,62000.0
U104025422,여성,63,경기 부천시,30일-6월-2021년 18시,경기 부천시,,1개,284000.0
U749666750,여성,56,서울 송파구,12일-4월-2021년 15시,서울 송파구,생활잡화-화장품,-1개,-35000.0
U714817925,여성,57,서울 광진구,20일-10월-2021년 18시,경기 안산시,가전제품-TV/AV,1개,400000.0
U554840090,여성,62,경기 의왕시,4일-6월-2021년 15시,경기 안양시,의류잡화-여성용의류-정장류,1개,149000.0
U272620218,여성,55,경기 성남시,23일-1월-2021년 13시,경기 성남시,명품-명품,1개,36000.0
U228084426,여성,71,경기 고양시,18일-10월-2021년 12시,서울 강남구,의류잡화-구두,1개,97000.0
U221528555,여성,55,부산 해운대구,12일-5월-2021년 16시,부산 해운대구,식품-축산물,1개,68000.0
U949947475,여성,60,서울 동작구,9일-11월-2021년 14시,서울 중구,생활잡화-화장품,1개,49000.0
U215876176,여성,67,부산 사하구,17일-9월-2021년 14시,부산 사하구,가전제품-주방가전,1개,38000.0
U696566991,남성,69,서울 노원구,6일-4월-2021년 11시,서울 노원구,의류잡화-여성용의류-정장류,-1개,-97000.0
U808654096,여성,64,서울 동대문구,16일-1월-2021년 17시,서울 동대문구,의류잡화-여성용의류-SPA,-1개,-938000.0
U158108371,여성,62,서울 송파구,30일-6월-2021년 14시,서울 송파구,의류잡화-여성용의류-SPA,1개,32000.0
U744230672,여성,57,경기 군포시,23일-10월-2021년 15시,경기 이천시,식품-가공식품,1개,10000.0
U648913767,여성,60,서울 동대문구,12일-12월-2021년 15시,서울 동대문구,의류잡화-남성용의류-캐주얼,1개,
U435215370,여성,70,부산 연제구,20일-7월-2021년 16시,부산 부산진구,의류잡화-여성용의류-이너웨어,1개,31000.0
U332840726,여성,57,부산 금정구,21일-11월-2021년 14시,부산 동래구,의류잡화-남성용의류-정장류,-1개,-122000.0
U563056641,남성,57,경기 광주시,5일-10월-2021년 12시,경기 성남시,의류잡화-여성용의류-SPA,-1개,-80000.0
U695988130,여성,58,부산 강서구,17일-10월-2021년 14시,부산 중구,의류잡화-아동용의류,1개,70000.0
U455516973,여성,66,서울 강남구,12일-9월-2021년 17시,서울 강남구,가전제품-주방가전,1개,36000.0
U894293524,여성,69,부산 남구,24일-10월-2021년 16시,부산 중구,생활잡화-생활용품,2개,9000.0
